BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,GarageArea,GrLivArea,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,TotalBsmtSF,YearBuilt,BsmtExposure_No,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_Missing,BsmtFinType1_Rec,BsmtFinType1_ALQ,BsmtFinType1_LwQ,BsmtFinType1_BLQ,BsmtFinType1_Missing,BsmtFinType1_GLQ,GarageFinish_RFn,GarageFinish_Missing,GarageFinish_Unf,GarageFinish_Fin,KitchenQual_TA,KitchenQual_Ex,KitchenQual_Fa
3.0,0.6423005332279885,0,360,-1.5687815091259727,-0.1953129255382851,60.0,0.0,0,5,-0.3938125322828179,1965,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3.0,0.6573373165227184,413,750,-0.9656870248204036,-0.0399913728779262,69.0,85.0,80,7,-0.0596975195293326,1958,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3.0,1.2585242806868262,0,611,0.4932244642742552,1.157218905390566,69.0,0.0,0,5,0.7701874442919309,1975,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
3.0,0.9102644348994288,210,308,-0.957019353838416,-0.2200057152813043,70.0,0.0,0,6,0.0487402427795277,1958,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3.0,0.2194279367631427,906,220,-0.6630617651781531,-0.8774117973336966,49.0,0.0,98,8,0.2836177490893066,1955,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3.0,-1.3552551742890226,813,562,0.4282442892783462,-0.2321136859188476,65.0,0.0,0,6,-0.5156804697676902,2007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.0,-1.3552551742890226,684,528,-0.5778764108754184,0.5791918000480216,67.0,0.0,46,8,-0.8336567840387785,1920,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4.0,-1.3552551742890226,1926,820,2.3516350709198792,0.7536489904664123,104.0,860.0,78,5,1.8369864560365388,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3.0,-1.3552551742890226,1304,530,0.4591037454341231,0.2457251740934242,80.0,288.0,0,6,0.589396088419956,1970,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2.0,0.635766601971456,0,525,-0.9112062749116754,-1.6222519161826394,35.0,80.0,28,5,-1.1897813070831196,2005,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
3.0,-0.6875527711403598,732,614,0.2048829648554707,-0.1131846058706374,72.0,0.0,45,5,-0.6543610829351253,2009,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3.0,-1.3552551742890226,1905,788,0.8371463040601568,0.468857057167103,84.0,302.0,191,5,1.7968508544715696,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3.0,0.4340251764181643,70,550,0.4209371648653495,0.2948111781935257,43.0,0.0,61,6,-0.5494920354296593,1996,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3.0,0.7157642140693709,288,520,-0.2092902332481416,-0.029879542908498,82.0,259.0,0,5,0.4699391520263828,1964,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
3.0,-1.3552551742890226,1055,462,0.7399976018056088,0.3923479749147712,70.0,0.0,104,5,0.0464948987342339,1992,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.0,-1.3552551742890226,533,300,0.3091534459295355,0.7971651632202784,85.0,0.0,34,6,-1.2274564179607343,1958,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3.0,0.6834939629966026,99,409,0.1070473083110635,0.6825547847706482,69.0,0.0,44,5,-0.8160088723302189,1995,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
3.0,0.1491775962431427,769,678,0.903335395450548,0.6099951792424257,100.0,0.0,136,5,-0.0984351105537943,2004,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3.0,0.953001062457166,196,260,-0.8382077855669547,-0.4155616546355674,69.0,151.0,0,7,0.1425341373920999,1955,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3.0,0.6937193725797016,14,460,-0.9627950430893856,0.120768222606397,65.0,0.0,0,8,0.0442489793661375,1969,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3.0,0.3141503266961072,620,288,-1.3508437616962197,-0.8185265552114763,50.0,0.0,0,6,-0.2435938424857163,1957,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
4.0,0.3489370155066129,697,240,0.698577106260119,-0.0085387034149767,60.0,0.0,100,6,-0.0188731989787419,1925,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
5.0,0.6090671782652696,301,672,2.2952190855209618,1.0636932642834935,102.0,0.0,63,3,-0.4892245303087638,1920,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
5.0,-1.3552551742890226,1104,304,0.6447153663681353,0.3978648057060189,69.0,0.0,0,5,0.1558533977824164,1957,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2.0,0.2015636397118352,310,280,-1.0567366614783429,-0.4659466095793226,60.0,0.0,30,4,-0.0279284280436762,1910,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
3.0,0.9699641076270512,349,508,-0.3855815285737711,-0.0745953815751221,68.0,80.0,98,5,0.5255776855757379,2005,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
4.0,-1.3552551742890226,1122,656,1.6663127347607078,0.3888919807400178,77.0,245.0,39,5,0.1956944020333879,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3.0,0.9544892186967152,536,736,1.2084673330077895,0.3631246732798826,69.0,204.0,142,5,0.8739042717715905,2000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3.0,0.8767619430449041,324,577,1.0315086686645445,0.0649721748178926,75.0,0.0,211,5,0.2089362525966703,2002,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3.0,-1.3552551742890226,764,520,0.7052427180039729,0.7532189061350543,60.0,0.0,0,6,-0.6347310108154968,1919,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2.0,0.565999888243065,522,275,-1.0987706944200235,0.4277608841074548,69.0,0.0,0,6,-0.0596975195293326,1954,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
3.0,0.4047979287143835,75,352,-2.2376150376692268,-1.4713016219691064,40.0,0.0,0,6,-1.485009677714695,1913,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4.0,0.9779625084995764,396,574,0.5410577565065879,0.6235303448611903,55.0,0.0,0,5,1.4536298583390164,1976,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3.0,1.1282268237151665,426,472,0.2843783627750357,0.2202373166949577,78.0,183.0,29,5,1.1753799685504005,1999,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3.0,1.2103325456040912,90,528,-0.1161035169066305,0.4134681854451897,69.0,180.0,0,6,0.7743552742370133,1957,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4.0,1.5784144274886815,300,813,2.6915981018201043,1.03413958370326,160.0,0.0,78,5,2.283432520103847,1996,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3.0,-1.3552551742890226,808,534,0.9374346957939528,0.5151076441775588,92.0,0.0,0,6,-0.5277378305130123,1977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0,-0.7960089178258333,1330,457,0.1191988300987523,-1.6222519161826394,43.0,16.0,0,5,0.6780795871202779,2005,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3.0,-1.3552551742890226,1276,350,-0.3808081398855913,0.0848961162689603,68.0,0.0,0,3,0.5298447916395261,1958,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2.0,-1.3552551742890226,1800,702,0.6650263575761654,0.5104018607430788,122.0,0.0,136,5,1.5943409485522912,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3.0,0.8864686827955591,0,0,-1.7431757789718036,0.4970338276301601,81.0,104.0,32,5,-0.5084556731865537,1990,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2.0,-1.3552551742890226,0,625,-1.0035363452570456,-0.4659466095793226,60.0,0.0,0,7,-2.260872514569943,1950,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
3.0,-1.3552551742890226,924,280,-1.36401520563643,-0.2645337270633708,88.0,0.0,0,6,-0.2528986435525923,1975,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2.0,-1.3552551742890226,832,528,-1.6839227999789848,-0.4587063764899929,59.0,0.0,0,6,-0.4700437741641594,1954,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,-1.3552551742890226,930,431,0.8067197141067572,0.3916572678933538,69.0,0.0,0,5,-0.2389455079155259,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,0.5648014574660458,1496,701,1.2684418389131138,0.9139892895516076,90.0,234.0,70,7,2.272867377381097,1990,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3.0,0.9063439922889168,198,504,-1.0064675237692635,0.4613736774604282,75.0,0.0,0,4,0.0104906753174673,1965,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3.0,-1.3552551742890226,720,312,-0.3927557693218025,1.633989384096918,115.0,0.0,0,5,-0.7434031569388851,1948,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4.0,0.1893750986120432,229,384,-0.1712250440762318,-0.1665508681223098,50.0,0.0,130,8,-0.4009263995293322,1900,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3.0,-1.3552551742890226,791,542,1.1227360155028592,1.5651543013372315,46.0,123.0,63,6,-0.5688847476988067,1986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3.0,0.5342050716328286,404,338,-1.5687815091259727,1.0216916960806768,36.0,0.0,0,6,-0.3938125322828179,1972,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
4.0,-1.3552551742890226,804,336,1.5965346206361677,0.0984008434456973,50.0,0.0,0,7,-0.5373982396022567,1919,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,0.8427339310356992,173,480,-0.9627950430893856,-0.077672035882745,80.0,156.0,0,7,-0.2250166794901004,1963,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3.0,0.1132291638939349,914,0,-0.7777858247399843,-0.1672417159945358,70.0,0.0,30,5,0.1912762016929566,2007,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3.0,-1.3552551742890226,1616,834,0.3374897542216376,-0.1024624401118034,73.0,228.0,59,5,1.23154385441151,2005,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.0,0.902405599982311,237,515,-0.9083658469415232,0.2249477520090599,79.0,168.0,0,7,0.0868237314928053,1965,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2.0,1.0706839879704049,195,418,-0.122665265640904,0.1717200434886991,77.0,0.0,38,5,0.7681029214176799,1974,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1.0,0.2310718188737482,599,539,-1.5793921361106824,0.5773091373798096,69.0,0.0,0,5,-0.4009263995293322,1940,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
3.0,0.382060303902619,0,576,-0.7372699591622701,-0.4659466095793226,60.0,0.0,0,9,-1.1550298406455717,1936,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4.0,1.1208415678126602,316,1052,2.034874280781038,0.1629966005175996,77.0,340.0,144,5,0.9274512835030752,2006,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2.0,1.139195559653459,415,608,0.3374897542216376,-1.026133922296088,39.0,0.0,152,5,1.1894458687568734,1995,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3.0,1.1251567908717577,280,528,-0.0193495472128333,0.3130605533463127,90.0,0.0,21,8,0.8677090224552505,1976,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3.0,-1.3552551742890226,1630,451,0.3636991814092015,0.120768222606397,75.0,171.0,234,5,1.2595269959879298,2000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3.0,1.194474181873407,526,765,0.6650263575761654,0.8668280724989128,85.0,630.0,78,5,1.5943409485522912,2002,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3.0,-1.3552551742890226,528,512,0.7564078726040309,0.0907529806894196,80.0,360.0,100,7,-1.240976348248349,1976,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3.0,-1.3552551742890226,841,502,0.446435092326579,1.731479161364424,69.0,0.0,103,5,-0.4485248873540676,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4.0,0.7467874435503956,300,618,1.1096633941282397,0.1970850003190989,76.0,0.0,45,5,-0.178760287768814,2004,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3.0,0.1790391177491563,0,200,-0.8023582823084493,-0.0161944037454689,60.0,0.0,0,6,-1.0077379940219608,1941,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2.0,-1.3552551742890226,270,0,-2.087339721156244,-1.5402035539890782,56.0,0.0,0,6,-1.9990399960365224,1935,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3.0,-1.3552551742890226,1362,435,0.2805487054446602,1.2028020684478806,48.0,0.0,0,5,0.7116661972747315,1979,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1.0,1.5008443195803218,312,1166,1.3204669932168869,1.2455610950241924,63.0,748.0,60,5,2.283432520103847,2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3.0,0.7058190880409856,244,0,-1.5900400327145228,-0.2321136859188476,69.0,0.0,0,4,-0.4080469681230254,1971,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
3.0,0.7167519785104608,208,0,-1.6802576536460785,-0.082075733842757,69.0,0.0,0,5,-0.4676496917349449,1985,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3.0,0.5872546862298997,319,506,-0.3641603692675947,-0.3202991117367227,70.0,0.0,0,7,-0.2366223538823675,1962,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3.0,1.2007359003890885,131,418,0.3896830479481731,0.0907529806894196,80.0,238.0,0,5,0.8242438184663513,1953,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
3.0,0.655206785925931,818,292,-0.135831656875862,0.4572037522399817,80.0,175.0,45,5,0.7555872501629409,1960,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3.0,0.8652957053407728,589,500,1.0936083755592687,0.7038486928053997,85.0,119.0,0,6,1.0825252014129287,1978,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3.0,-1.3552551742890226,650,686,0.1891246811845566,0.2531583711866876,60.0,0.0,78,8,-0.9200821500259216,1904,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,-0.6875527711403598,1528,782,0.2146903030300024,0.1859805827345073,84.0,196.0,20,5,1.1027740163060156,2005,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3.0,0.3633256692521122,121,429,-1.3607169730883897,-0.0127881419661799,70.0,0.0,0,6,-0.2505714244730812,1965,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3.0,-0.6875527711403598,1390,494,-0.0684144721645606,-0.0836193917061672,65.0,98.0,105,5,0.8200952193421764,2004,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2.0,-1.3552551742890226,1013,0,0.163340812028858,-0.1516425720839739,105.0,0.0,0,2,-0.0483378082335078,1915,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4.0,0.6147059927723547,1098,588,0.5128036970699564,-0.169315736451287,70.0,122.0,54,5,1.2515384671161125,1959,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
3.0,-1.3552551742890226,1709,908,0.5216615356812915,0.3798775081089244,87.0,250.0,39,5,1.4162352933173257,2006,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.0,-1.3552551742890226,636,240,0.5794802004375796,-0.0341760121686459,50.0,0.0,0,6,-0.95602200028074,1880,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2.0,-1.3552551742890226,698,624,-0.6292170143303597,-0.8185265552114763,50.0,0.0,0,9,-0.7984091927508473,1937,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3.0,-1.3552551742890226,1406,504,0.886140065021747,0.3882000433075458,106.0,40.0,124,5,0.8034849272480289,2000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.0,0.3375356656349617,536,684,-1.5900400327145228,-0.4286944981275434,69.0,0.0,0,6,-0.4080469681230254,1971,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3.0,-1.3552551742890226,1079,685,0.8593711185329511,1.0326500391731968,120.0,0.0,51,5,0.1002259385697673,2006,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4.0,-1.3552551742890226,596,576,0.6002335313077733,-0.4659466095793226,60.0,0.0,0,7,-1.0599096038565825,1920,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6.0,0.1685340089286532,1497,576,0.5410577565065879,0.6929351417834776,74.0,108.0,0,5,1.4536298583390164,1965,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2.0,0.6636944727008867,191,474,0.3562339603300603,-1.6222519161826394,36.0,106.0,27,5,-0.6347310108154968,2003,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3.0,0.6433842232295308,100,426,0.1029859144872077,1.2097296907867994,58.0,0.0,24,5,-0.909852168185574,2006,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2.0,0.4325918260293919,384,160,-1.8420016215929025,-0.7266492465551837,52.0,0.0,141,5,-0.6249368182831097,1930,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
3.0,-1.3552551742890226,793,550,0.8845719808099399,0.5838904898578755,69.0,233.0,113,7,-0.5640316209647431,1976,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4.0,0.459349787697547,400,483,0.92971864146912,0.2605632220825158,80.0,660.0,69,6,-0.5398153692027289,1976,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
3.0,-1.3552551742890226,588,228,0.4300683101616498,-1.1326566353575496,69.0,0.0,63,7,-1.0809101357100934,1925,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,0.686575424731964,390,328,-1.1691188218965496,-0.1711611728670052,65.0,220.0,0,8,-0.1121499812161893,1977,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2.0,0.8055017118991712,638,484,-0.1913174768967976,-0.2148059033489894,59.0,146.0,30,5,0.7032795912505426,2004,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1.0,0.7524742738572807,186,420,-1.6258055744791238,-1.4065114752698764,69.0,169.0,0,5,-0.4318309791416084,2004,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3.0,-1.3552551742890226,1085,753,0.9389755403632304,0.3657518486065152,86.0,788.0,74,5,0.1136080168914345,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3.0,-1.3552551742890226,2046,834,1.0538342577637396,0.4975245268190665,80.0,464.0,82,5,2.064113635604347,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,0.818679085678485,257,839,0.7727293602836517,0.2300222197789889,69.0,0.0,184,5,-0.0961514835532373,2000,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
5.0,-1.3552551742890226,844,441,1.1815819829091878,0.504707242819336,69.0,0.0,60,6,-0.4413657754823606,1916,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,1.0141292404746816,360,656,1.8334226228428556,0.1503264696080274,90.0,256.0,60,5,0.6801819006120066,1993,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2.0,0.6916847827262733,312,923,-0.4777375278905972,-0.41111666388902,90.0,0.0,158,7,-0.2808786414494816,1957,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2.0,0.3021507014186017,239,484,-1.4374996778820917,-0.0590669936584057,69.0,0.0,0,5,-0.3938125322828179,1983,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2.0,0.8204204189802237,175,352,-1.4038765825888244,0.6731648087914969,69.0,0.0,0,6,-0.2808786414494816,1962,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3.0,0.7304548460248753,441,528,0.4117783171661693,1.731479161364424,141.0,112.0,62,5,0.1024576789518949,1960,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
3.0,0.7618649610586177,0,884,-0.1380316425962867,1.4435840875046884,120.0,399.0,0,5,0.7116661972747315,1962,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
4.0,-1.3552551742890226,0,630,1.0150308598298987,-0.1677024179112573,60.0,320.0,0,5,-2.260872514569943,1977,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
3.0,0.5872546862298997,506,440,-0.968581771631279,-0.0741562573882209,80.0,80.0,0,7,-0.0551518116150729,1971,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4.0,-0.4207452280314283,1198,752,1.6988095122192255,0.5639211189499258,65.0,513.0,98,5,0.6190418868785543,1995,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3.0,0.7581216517481228,336,660,0.7514941573367288,-0.0200336068644002,73.0,320.0,106,5,-0.0687962565286155,1999,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3.0,1.1631176801371517,440,500,0.4191076168740238,0.2047063840961184,85.0,420.0,50,5,1.3192731961922517,2006,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2.0,1.1736863194736902,460,506,0.5074764893691065,-1.1254707210083323,50.0,60.0,65,5,1.3945344538434976,1999,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3.0,0.8992418346815528,80,288,-1.4038765825888244,-0.585623964331137,65.0,0.0,0,8,-0.2808786414494816,1961,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3.0,0.8904808074618554,107,470,0.603678586571871,1.009540601962477,65.0,0.0,99,5,-0.2435938424857163,1997,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3.0,0.6845224466519306,130,497,-0.1095559837376168,0.6683778609716022,69.0,0.0,116,6,-0.7359377674396155,1972,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3.0,0.8928790791781447,216,308,-1.0035363452570456,-0.3869785782724178,75.0,0.0,0,5,0.0127453085266692,1963,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
3.0,-0.4207452280314283,2336,968,1.527636622403486,0.7470438803548275,103.0,922.0,105,5,2.283432520103847,2003,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
2.0,0.4510064582550765,706,440,-0.8243692190065313,-0.8185265552114763,50.0,0.0,120,6,0.1536348824676953,1925,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3.0,0.8644707316915825,245,836,1.1009167126575146,0.3188069396159295,85.0,100.0,102,5,-0.0007913039781109,2007,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
2.0,-0.1426750181602576,604,360,-1.7921861778150985,-1.1709227524494652,50.0,0.0,0,6,-0.7434031569388851,1941,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3.0,-1.3552551742890226,1092,300,-0.6919983278681282,0.8215415799370102,80.0,0.0,36,8,0.1291951893556686,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,0.9402482603264688,0,528,-0.6369938058581258,0.2871715502648302,85.0,81.0,120,6,0.0420024839822854,1974,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3.0,-1.3552551742890226,0,0,-0.8548980170088625,-0.9518996165737869,70.0,0.0,0,5,-2.260872514569943,1930,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
4.0,-1.3552551742890226,747,180,0.6379145406000707,0.6975144981310084,96.0,0.0,40,5,-0.6765121357111168,1914,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4.0,-1.3552551742890226,570,487,0.8609523563721121,0.206607064855895,102.0,143.0,98,6,-1.1284460784054773,1968,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.0,-1.3552551742890226,1670,690,0.4373533926437352,0.9369519216925016,50.0,27.0,60,5,1.3391235452472663,2006,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.0,-1.3552551742890226,600,480,-0.5099204463126243,-1.6222519161826394,24.0,0.0,166,5,-1.0494379182993825,2005,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,1.1789264043881091,254,484,0.6667127849646572,1.0315321312516446,100.0,0.0,54,8,0.9991303335215256,1959,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
4.0,-1.3552551742890226,1656,506,0.4117783171661693,0.0180209386219004,87.0,564.0,211,5,1.3113240099921342,1973,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3.0,0.1359368428139011,540,642,0.5216615356812915,0.0806438808033756,60.0,0.0,35,5,-0.6543610829351253,1915,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4.0,-1.3552551742890226,1393,779,1.779132117622373,0.9258325232510324,108.0,165.0,30,5,0.7764385820472096,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,0.43545567315305,342,312,0.3896830479481731,0.0664021148157863,79.0,224.0,0,7,-0.7235140172996314,1942,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4.0,1.0022366323731016,166,872,1.6224308405567305,0.5387873085183089,99.0,388.0,154,5,0.226562480447428,2004,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1.0,0.8160602480710474,64,480,-0.1823710139781703,0.8373954720068404,85.0,0.0,30,5,-0.5567581265672719,1993,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3.0,0.493120587454054,1048,472,0.0785022150077916,-0.0262350066905645,64.0,32.0,33,5,0.947977767601402,2006,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1.0,0.7515292256346457,203,884,-0.5677120224251269,0.0146683607959417,71.0,166.0,64,8,-0.3938125322828179,1965,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3.0,-1.3552551742890226,1064,478,-0.2092902332481416,0.1967031447058426,78.0,174.0,0,5,0.0666823661864384,1974,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
